order_id,order_date,customer_id,country,brand,model,price,quantity,discount,payment_method,rating,returned
ORD-103359,,CUST-63773,Brazil,ONEPLUS,OnePlus 12,,3.0,0.32,Bank Transfer,1.2,False
ORD-100046,2023-11-30,CUST-96691,Brazil,Samsung,Galaxy S23,1221.46,2.0,0.37,Debit Card,1.1,True
ORD-101561,2023-03-28,CUST-18240,Inda,Motorola,Moto G84,757.39,1.0,0.034,COD,2.4,1
ORD-104877,2022-11-19,CUST-74524,Singapore,OnePlus,OnePlus 12,176.75,5.0,0.024,PayPal,,0
ORD-103642,30-08-2024,CUST-39988,UK,ONEPLUS,OnePlus 11,195.06,1.0,0.014,Bank Transfer,2.6,True
ORD-103726,08/24/2023,CUST-48985,France,oneplus,OnePlus 11,348.33,3.0,0.204,UPI,2.9,yes
ORD-104921,2022-09-24,CUST-46294,Australia,Motorola,Moto G84,975.04,4.0,0.337,COD,4.6,1
ORD-101112,07-12-2022,CUST-73940,GERMANY,Sony,Xperia 10 V,225.03,5.0,0.329,Credit Card,3.0,False
ORD-102513,01/27/2022,CUST-59389,Canada,Sony,Xperia 10 V,688.44,2.0,0.361,COD,3.8,False
ORD-103608,17-04-2022,CUST-70321,Australia,Samsung,Galaxy A54,1426.2,-1.0,0.349,Credit Card,2.0,False
ORD-101223,02-04-2022,CUST-18070,Canada,GOOGLE,Pixel 8,296.24,1.0,0.137,PayPal,4.7,no
ORD-104935,,CUST-96998,Japan,oneplus,OnePlus Nord 3,816.71,5.0,0.284,Bank Transfer,,True
ORD-103023,23-03-2022,CUST-60301,Singapore,Apple,iPhone 14,1332.5,3.0,,Bank Transfer,4.6,0
ORD-102421,2024-03-04,CUST-74064,Canada,samsung,Galaxy S23,464.58,4.0,0.37,Debit Card,3.0,True
ORD-101508,04/29/2024,CUST-76795,India,Xiaomi,Redmi 12,878.44,2.0,0.377,PayPal,1.0,False
ORD-101750,2024-08-13,CUST-12272,France,Motorola,Edge 40 Pro,1160.04,4.0,0.215,COD,3.8,no
ORD-104915,2023-08-01,CUST-61741,Japan,Xiaomi,Redmi 12,219.45,1.0,0.156,PayPal,1.5,False
ORD-104162,09-11-2024,CUST-82982,UK,Motorola,Moto G84,355.75,5.0,0.143,UPI,2.5,False
ORD-101799,09/05/2024,CUST-99963,France,Sony,Xperia 5 V,364.95,2.0,0.061,COD,2.8,True
ORD-100338,,CUST-73349,Japan,google,Pixel 8,810.45,4.0,0.34,,3.7,1
ORD-100215,2023-07-19,CUST-23430,Singapore,Google,Pixel 7a,765.92,4.0,0.342,Debit Card,3.8,True
ORD-103663,2023-06-11,CUST-50465,India,Apple,iPhone 14,818.91,5.0,0.012,Credit Card,3.6,False
ORD-101341,2023-07-08,CUST-29509,Australia,OnePlus,OnePlus 11,386.57,1.0,0.192,Credit Card,3.5,False
ORD-100011,2022-01-12,CUST-94403,Brazil,OnePlus,,296.57,5.0,0.264,UPI,4.1,False
ORD-101520,08/22/2023,CUST-24733,GERMANY,Motorola,Edge 40 Pro,841.69,5.0,0.018,Credit Card,,False
ORD-103640,08-08-2023,CUST-64883,Japan,XIAOMI,Redmi 12,443.7,4.0,0.314,UPI,4.0,yes
ORD-104073,10-10-2023,CUST-28218,GERMANY,Motorola,Moto G53,-999.0,5.0,0.122,COD,2.1,
ORD-103906,07-09-2024,CUST-57550,,OnePlus,OnePlus 12,1440.68,4.0,0.355,PayPal,3.2,False
ORD-103004,01-01-2024,CUST-53754,INDIA,Samsung,Galaxy Z Fold 5,759.66,1.0,0.148,UPI,4.5,yes
ORD-102864,01/16/2023,CUST-86295,Canada,OnePlus,OnePlus 12,1484.05,1.0,0.143,UPI,4.8,True
ORD-103115,2023-12-29,CUST-14545,India,Google,Pixel 8,1370.45,4.0,0.165,Debit Card,4.0,False
ORD-104918,22-10-2024,CUST-49641,Canada,xiaomi,POCO F5,209.6,5.0,0.271,PayPal,3.1,0
ORD-102322,11/07/2024,CUST-13404,USA,Google,Pixel 8 Pro,728.73,1.0,0.2,Bank Transfer,3.7,1
ORD-102571,2023-12-13,CUST-60322,France,,iPhone 15 Pro,525.79,5.0,0.022,Bank Transfer,4.0,True
ORD-102913,03/01/2024,CUST-77322,Australia,SAMSUNG,Galaxy A54,1328.72,3.0,0.307,Credit Card,3.0,True
ORD-100101,03/16/2023,CUST-43905,Australia,OnePlus,OnePlus Nord 3,1242.1,2.0,0.261,Bank Transfer,3.5,False
ORD-103549,11-04-2023,CUST-36059,France,samsung,Galaxy A54,579.53,2.0,0.269,UPI,3.7,
ORD-101458,01-06-2023,CUST-24174,Singapore,xiaomi,Redmi Note 13,498.77,3.0,0.121,COD,4.2,True
ORD-100171,04/09/2022,CUST-63834,Germany,OnePlus,OnePlus 12,193.99,1.0,0.032,PayPal,4.9,False
ORD-100107,03/16/2024,CUST-23824,UK,Sony,Xperia 1 V,619.66,5.0,0.175,PayPal,2.5,
ORD-104264,2023-09-01,CUST-30078,Brazil,GOOGLE,Pixel 8,187.37,1.0,0.114,Credit Card,4.3,True
ORD-103569,11/04/2022,CUST-67841,Japan,Google,Pixel 7a,278.44,4.0,0.203,Debit Card,2.1,1
ORD-101859,2023-07-12,CUST-82837,USA,xiaomi,POCO F5,930.03,4.0,0.301,PayPal,4.2,True
ORD-104093,04-05-2022,CUST-75878,Germany,XIAOMI,Redmi Note 13,797.84,4.0,0.147,Debit Card,4.6,1
ORD-104366,,CUST-29753,Germany,Apple,iPhone 14,204.99,1.0,0.066,UPI,1.3,False
ORD-100024,2024-06-20,CUST-96443,UK,Google,Pixel 8 Pro,539.0,1.0,0.344,Credit Card,3.5,0
ORD-103995,2023-07-07,CUST-12233,Canada,Xiaomi,Xiaomi 14,594.16,3.0,0.134,Credit Card,2.9,True
ORD-104189,2023-12-04,CUST-43338,UK,APPLE,iPhone 15,426.79,,0.261,UPI,2.6,True
ORD-100938,05-12-2022,CUST-97811,Germany,Xiaomi,POCO F5,550.19,4.0,0.23,PayPal,2.2,False
ORD-100060,05/04/2023,CUST-62002,India,Apple,iPhone SE,989.41,4.0,0.118,UPI,4.3,0
ORD-101240,2024-02-28,CUST-78871,Singapore,OnePlus,OnePlus Nord 3,350.49,,0.058,COD,4.6,False
ORD-104713,2023-04-13,CUST-78480,USA,google,Pixel 8 Pro,740.03,5.0,0.347,Bank Transfer,4.3,
ORD-101040,05-05-2022,CUST-92202,Brazil,,Galaxy A54,739.86,2.0,0.258,Debit Card,3.9,False
ORD-104254,02-09-2023,CUST-80670,france,OnePlus,OnePlus 11,688.71,4.0,0.112,COD,1.6,1
ORD-102760,2023-04-04,CUST-11402,France,Apple,iPhone 15 Pro,898.93,5.0,0.289,UPI,3.0,1
ORD-102120,2022-07-24,CUST-45469,France,Xiaomi,Redmi 12,1405.61,3.0,0.231,Debit Card,3.9,False
ORD-101524,01-11-2024,CUST-48757,Germany,Samsung,Galaxy S24,757.57,5.0,0.25,COD,2.2,no
ORD-103521,22-07-2023,CUST-87139,Singapore,Motorola,Moto G84,1401.24,5.0,0.232,COD,1.4,True
ORD-100153,06/04/2022,CUST-48128,Australia,Motorola,Moto G53,1468.3,2.0,0.012,UPI,1.8,False
ORD-102248,01/29/2024,CUST-51444,Germany,Sony,Xperia 5 V,775.95,4.0,0.051,Bank Transfer,1.9,yes
ORD-100481,01/28/2022,CUST-43667,Canada,Google,Pixel 8 Pro,1211.62,5.0,0.301,,2.9,1
ORD-104301,07/11/2022,CUST-46738,France,Sony,Xperia 5 V,1426.31,,0.376,Debit Card,4.6,False
ORD-104376,2024-12-13,CUST-95106,India,Motorola,Moto G84,1056.12,4.0,0.043,,4.3,False
ORD-103578,12/08/2022,CUST-44961,Canada,OnePlus,OnePlus 12,815.05,,0.113,Bank Transfer,4.8,0
ORD-104192,,CUST-36064,UK,XIAOMI,Redmi 12,943.55,1.0,0.208,UPI,3.0,1
ORD-103562,21-10-2023,CUST-63426,USA,Xiaomi,Redmi Note 13,362.38,1.0,0.085,UPI,4.5,False
ORD-103315,2024-09-14,CUST-33866,USA,Sony,Xperia 10 V,1386.93,2.0,0.08,,4.5,False
ORD-101762,2023-10-25,CUST-94669,Singapore,google,Pixel 8,210.88,2.0,0.176,UPI,1.2,False
ORD-103538,03/13/2022,CUST-51716,Canada,Motorola,Edge 40 Pro,758.27,2.0,0.268,COD,3.8,True
ORD-104881,06/15/2024,CUST-70956,Canada,OnePlus,OnePlus 12,210.44,3.0,0.025,Debit Card,3.3,no
ORD-100750,11/05/2022,CUST-71581,USA,google,Pixel 7a,225.78,4.0,0.359,Credit Card,2.4,no
ORD-103619,2022-05-01,CUST-48426,USA,Google,Pixel 8,689.91,4.0,0.344,Credit Card,1.1,False
ORD-101785,28-03-2022,CUST-30556,Canada,samsung,Galaxy S24,,5.0,0.32,COD,4.5,False
ORD-104762,27-05-2023,CUST-48486,USA,Apple,iPhone SE,367.79,2.0,0.277,,1.8,False
ORD-103383,02-03-2022,CUST-74802,USA,ONEPLUS,OnePlus Nord 3,0.0,2.0,0.337,Credit Card,4.4,True
ORD-104205,05/28/2022,CUST-99885,,GOOGLE,Pixel 7a,325.04,2.0,0.353,PayPal,2.7,1
ORD-100405,0000-00-00,CUST-95002,France,oneplus,OnePlus Nord 3,1343.17,1.0,0.057,UPI,4.0,1
ORD-100757,2023-05-22,CUST-78634,,apple,iPhone 15 Pro,605.82,3.0,0.019,UPI,1.2,False
ORD-102711,2023-10-02,CUST-18519,UK,OnePlus,OnePlus 11,209.07,2.0,0.235,PayPal,4.8,no
ORD-102670,07-06-2023,CUST-79820,Singapore,XIAOMI,Xiaomi 14,839.06,2.0,0.101,PayPal,2.8,0
ORD-104653,30-07-2024,CUST-90590,UK,Motorola,Edge 40 Pro,372.32,2.0,0.117,Credit Card,3.4,0
ORD-100097,01/20/2024,CUST-63764,Singapore,SAMSUNG,Galaxy Z Fold 5,1153.66,,-0.081,Credit Card,2.3,True
ORD-101333,2023-03-30,CUST-63873,Singapore,Sony,Xperia 5 V,387.47,4.0,0.109,Bank Transfer,1.9,False
ORD-104525,2024-05-22,CUST-40211,Brazil,GOOGLE,Pixel 8,637.73,4.0,0.275,COD,3.8,False
ORD-102791,2024-08-19,CUST-73845,Germany,Samsung,Galaxy A54,987.06,4.0,0.233,PayPal,3.0,False
ORD-102854,09/24/2024,CUST-29690,U.S.A,Samsung,Galaxy S23,1124.52,1.0,0.333,Bank Transfer,2.9,False
ORD-100186,2022-11-17,CUST-11887,Australia,Xiaomi,Redmi 12,646.92,2.0,0.365,PayPal,4.3,0
ORD-101136,07/10/2022,CUST-99789,Brazil,Google,Pixel 8,794.46,1.0,,Bank Transfer,3.3,no
ORD-102723,07/14/2023,CUST-72112,Japan,Sony,,683.97,5.0,0.165,COD,1.6,yes
ORD-103583,04/16/2024,CUST-50396,Japan,Xiaomi,Redmi Note 13,1423.53,2.0,0.015,PayPal,4.8,False
ORD-102058,11/01/2023,CUST-11125,Australia,Samsung,Galaxy S23,1483.02,1.0,0.03,Debit Card,2.2,False
ORD-101319,09-02-2022,CUST-59179,Singapore,Samsung,Galaxy Z Fold 5,176.99,3.0,0.288,Credit Card,2.6,1
ORD-104266,2023-09-19,CUST-91752,U.K.,Motorola,Moto G53,947.14,1.0,0.303,PayPal,3.3,True
ORD-100148,04-03-2023,CUST-32627,Australia,ONEPLUS,OnePlus 12,356.12,1.0,0.056,UPI,2.7,yes
ORD-100028,2023-02-21,CUST-76373,USA,Sony,Xperia 10 V,797.14,4.0,0.38,PayPal,4.4,False
ORD-104207,04/06/2023,CUST-59556,Germany,Motorola,,766.56,1.0,-0.065,Debit Card,4.8,True
ORD-101394,28-01-2024,CUST-53257,United States,samsung,,774.92,3.0,0.198,PayPal,4.8,False
ORD-103363,28-05-2024,CUST-73248,Brazil,SAMSUNG,Galaxy S23,671.51,1.0,0.144,PayPal,1.5,False
ORD-100692,19-07-2023,CUST-15816,India,Motorola,Moto G53,1001.33,1.0,0.281,Credit Card,4.1,False
ORD-102866,05/21/2022,CUST-85813,,xiaomi,POCO F5,718.86,2.0,0.291,Debit Card,1.2,False
ORD-103776,2024-04-06,CUST-38326,Germany,,Moto G53,889.38,2.0,0.198,Bank Transfer,2.6,False
ORD-101386,05/02/2022,CUST-25016,uk,Motorola,Moto G84,1429.22,3.0,0.139,Bank Transfer,2.4,False
ORD-101845,2024-06-17,CUST-12448,Canada,XIAOMI,Redmi 12,634.09,5.0,0.188,COD,1.4,False
ORD-104808,02/24/2024,CUST-21366,France,OnePlus,OnePlus Nord 3,,1.0,0.331,Bank Transfer,4.5,False
ORD-100129,09/28/2023,CUST-80133,Germany,OnePlus,OnePlus Nord 3,422.06,3.0,0.14,COD,1.6,
ORD-101599,22-04-2022,CUST-52359,Germany,ONEPLUS,OnePlus Nord 3,1198.3,1.0,0.374,PayPal,2.6,False
ORD-103629,10-10-2024,CUST-10151,France,oneplus,OnePlus 12,1248.64,2.0,0.257,Bank Transfer,3.3,False
ORD-104577,2022-07-04,CUST-56987,Brazil,Xiaomi,POCO F5,706.92,4.0,0.34,UPI,2.1,True
ORD-100701,29-09-2024,CUST-11743,Japan,OnePlus,OnePlus 12,1160.59,5.0,0.204,PayPal,4.6,False
ORD-103547,01/03/2023,CUST-91724,UK,Xiaomi,Xiaomi 14,443.77,1.0,0.261,PayPal,4.1,yes
ORD-103028,16-06-2023,CUST-25490,Canada,,Pixel 7a,1257.7,5.0,0.321,Bank Transfer,4.9,True
ORD-102969,11-02-2023,CUST-13798,Canada,,Galaxy A54,1276.03,2.0,0.151,Credit Card,1.1,False
ORD-104427,29-12-2024,CUST-12527,France,Google,Pixel 8,1322.77,2.0,0.182,PayPal,2.5,False
ORD-101708,2024-07-24,CUST-76674,UK,Apple,iPhone 15,230.17,3.0,0.336,Bank Transfer,3.4,False
ORD-102953,04/22/2024,CUST-31783,Brazil,Google,Pixel 8 Pro,1277.06,5.0,0.335,COD,4.7,0
ORD-100454,,CUST-72213,USA,Xiaomi,Redmi 12,1027.71,4.0,0.293,Debit Card,3.9,no
ORD-102868,2022-12-06,CUST-18217,Australia,Google,Pixel 8 Pro,1357.04,3.0,0.019,UPI,1.9,no
ORD-102040,2022-12-17,CUST-81272,USA,APPLE,iPhone 15,529.56,3.0,0.247,UPI,1.5,1
ORD-101772,10/17/2024,CUST-25658,Japan,Motorola,Edge 40 Pro,986.2,4.0,0.258,Credit Card,3.4,False
ORD-102315,2022-12-12,CUST-62718,Japan,xiaomi,Redmi 12,1076.01,3.0,0.291,Credit Card,1.7,yes
ORD-100609,28-02-2022,CUST-95441,Brazil,google,Pixel 8 Pro,229.83,5.0,,Credit Card,1.7,True
ORD-100167,2024-09-17,CUST-62876,INDIA,Sony,Xperia 1 V,320.85,5.0,0.289,PayPal,3.5,False
ORD-100730,21-05-2024,CUST-93269,UK,oneplus,OnePlus 12,1268.33,3.0,0.095,PayPal,3.6,yes
ORD-104318,2022-11-24,CUST-73451,Australia,apple,iPhone 15 Pro,1260.73,3.0,0.316,Bank Transfer,2.8,1
ORD-103358,06/01/2024,CUST-55317,Australia,OnePlus,OnePlus Nord 3,877.46,,0.219,Debit Card,1.7,False
ORD-103896,01/21/2023,CUST-91596,,Xiaomi,Xiaomi 14,1354.9,3.0,0.376,COD,,False
ORD-102074,09/28/2023,CUST-56971,Germany,Apple,iPhone 14,608.99,5.0,0.348,Debit Card,3.0,0
ORD-104501,24-12-2024,CUST-72551,Australia,GOOGLE,Pixel 7a,1027.2,5.0,0.184,UPI,1.6,no
ORD-103945,05/08/2022,CUST-39605,Japan,Xiaomi,Xiaomi 14,352.79,1.0,0.399,PayPal,2.7,True
ORD-103700,06-07-2023,CUST-23283,United States,Apple,iPhone 15,1424.56,3.0,0.397,,2.7,no
ORD-101622,06/11/2022,CUST-81450,USA,Apple,iPhone SE,679.78,5.0,0.078,COD,1.1,True
ORD-100587,03/03/2022,CUST-60156,,Google,Pixel 8 Pro,843.45,4.0,0.373,Credit Card,2.1,1
ORD-101401,10-02-2024,CUST-79627,Brazil,OnePlus,OnePlus Nord 3,1070.97,2.0,0.315,Debit Card,2.6,True
ORD-103045,2022-02-11,CUST-81120,USA,xiaomi,Redmi Note 13,257.25,5.0,,PayPal,3.5,0
ORD-103224,03/08/2024,CUST-51338,UK,ONEPLUS,OnePlus 12,672.98,1.0,0.225,Debit Card,2.4,False
ORD-101700,2022-04-28,CUST-96910,Australia,Xiaomi,Xiaomi 14,1374.12,1.0,0.158,Bank Transfer,3.1,False
ORD-103088,2024-07-30,CUST-21559,India,Motorola,Edge 40 Pro,922.22,3.0,0.283,Bank Transfer,2.1,False
ORD-104461,12/20/2023,CUST-73603,Australia,Google,Pixel 7a,721.31,1.0,0.303,COD,3.3,no
ORD-102981,05/12/2022,CUST-39032,Germany,GOOGLE,Pixel 7a,1372.98,4.0,,Debit Card,2.0,0
ORD-100040,2024-12-18,CUST-92832,France,xiaomi,POCO F5,755.12,2.0,0.174,COD,1.6,False
ORD-101379,2022-08-12,CUST-82826,Singapore,xiaomi,Redmi 12,405.12,2.0,0.333,Credit Card,4.5,False
ORD-102089,04/13/2022,CUST-47315,Germany,OnePlus,OnePlus 11,354.84,4.0,0.241,Credit Card,3.8,False
ORD-103924,10/17/2022,CUST-89225,,Xiaomi,Xiaomi 14,1092.21,2.0,0.301,PayPal,1.3,False
ORD-102175,2023-11-12,CUST-62383,Brazil,xiaomi,POCO F5,1040.05,5.0,0.341,Credit Card,3.1,0
ORD-103217,11/12/2022,CUST-58989,Canada,apple,iPhone 15,1455.48,3.0,0.383,UPI,3.8,False
ORD-102885,15-08-2022,CUST-94223,India,Sony,Xperia 10 V,850.16,4.0,0.286,Credit Card,1.9,True
ORD-100074,05-06-2022,CUST-81808,,OnePlus,OnePlus Nord 3,580.85,4.0,0.24,UPI,4.8,False
ORD-104695,2024-06-24,CUST-27488,Japan,SAMSUNG,Galaxy A54,1074.07,2.0,0.289,PayPal,3.5,yes
ORD-104026,05-04-2022,CUST-54807,USA,Motorola,Moto G53,440.28,3.0,0.339,Debit Card,4.9,0
ORD-102657,30-06-2024,CUST-65977,Singapore,XIAOMI,POCO F5,1200.68,1.0,0.351,Bank Transfer,3.3,True
ORD-103180,10/23/2022,CUST-97329,India,,OnePlus 11,457.64,5.0,0.382,COD,,1
ORD-102076,2022-09-14,CUST-44949,france,XIAOMI,Xiaomi 14,1390.5,3.0,0.253,Debit Card,4.9,False
ORD-100441,03-03-2022,CUST-70124,Australia,Google,,670.49,,,Credit Card,1.9,no
ORD-104388,2024-11-09,CUST-65059,Australia,Samsung,Galaxy A54,1153.93,5.0,0.185,Debit Card,3.3,False
ORD-102051,2022-08-18,CUST-33446,Germany,Motorola,Moto G84,1443.26,1.0,0.014,PayPal,4.4,no
ORD-102541,08/13/2022,CUST-59888,U.S.A,ONEPLUS,OnePlus 11,1091.08,3.0,0.185,COD,2.3,False
ORD-103306,10-07-2022,CUST-77919,UK,SAMSUNG,Galaxy S23,280.05,4.0,0.113,Debit Card,3.5,False
ORD-101301,07/04/2023,CUST-98161,India,APPLE,iPhone SE,901.99,1.0,0.02,Bank Transfer,1.6,
ORD-101781,08/20/2023,CUST-10567,USA,Motorola,Moto G84,948.22,4.0,0.027,Bank Transfer,3.5,False
ORD-104892,14-05-2024,CUST-77346,France,APPLE,iPhone 15,1044.62,1.0,0.192,UPI,4.8,True
ORD-103430,03/13/2024,CUST-61277,France,GOOGLE,,784.24,3.0,0.112,Credit Card,4.5,no
ORD-101304,2024-03-25,CUST-16324,Australia,google,Pixel 7a,1365.46,1.0,0.058,Credit Card,4.5,False
ORD-100236,2023-10-13,CUST-29461,india ,google,Pixel 8 Pro,1407.91,2.0,0.26,UPI,5.2,False
ORD-102599,2024-02-08,CUST-93473,USA,SAMSUNG,Galaxy Z Fold 5,959.22,5.0,0.243,PayPal,4.4,no
ORD-100520,06-07-2022,CUST-51030,U.S.A,Apple,iPhone 15,1347.47,1.0,0.034,,4.8,True
ORD-102573,09/18/2023,CUST-56409,Singapore,Apple,iPhone 15,1310.48,2.0,0.285,Debit Card,3.2,1
ORD-103280,2023-02-27,CUST-57327,uk,Google,Pixel 8 Pro,404.92,5.0,-0.032,UPI,2.4,True
ORD-103186,14-10-2023,CUST-17190,France,Google,Pixel 8,192.89,2.0,0.008,UPI,,yes
ORD-103953,2022-09-25,CUST-94166,Brazil,OnePlus,OnePlus Nord 3,1367.17,4.0,0.357,Debit Card,4.7,yes
ORD-102768,2024-02-19,CUST-41816,Brazil,XIAOMI,Redmi Note 13,987.07,2.0,0.331,PayPal,4.9,True
ORD-100735,,CUST-54941,USA,Xiaomi,Xiaomi 14,566.71,5.0,0.096,PayPal,6.5,False
ORD-104780,26-10-2023,CUST-80250,Brazil,Motorola,Edge 40 Pro,237.0,2.0,0.143,Credit Card,3.8,0
ORD-104414,10/31/2022,CUST-34976,Singapore,oneplus,OnePlus Nord 3,1063.91,3.0,0.339,,4.2,no
ORD-102106,11-12-2023,CUST-56826,France,ONEPLUS,OnePlus 11,266.64,3.0,0.057,Credit Card,2.9,False
ORD-102679,10/03/2024,CUST-64554,Singapore,Apple,iPhone SE,1141.66,1.0,0.206,COD,3.6,no
ORD-103229,03/20/2022,CUST-10450,Germany,Google,Pixel 7a,1495.89,5.0,,PayPal,5.0,0
ORD-102761,30-08-2022,CUST-67579,U.K.,OnePlus,OnePlus Nord 3,990.12,5.0,0.056,UPI,2.9,
ORD-100592,2024-05-17,CUST-11856,France,Google,Pixel 7a,1453.99,1.0,,Bank Transfer,4.1,no
ORD-101303,2022-08-02,CUST-73055,India,oneplus,OnePlus 11,245.43,5.0,0.271,COD,3.8,False
ORD-101387,2023-12-04,CUST-92068,Canada,Samsung,,550.78,1.0,,UPI,4.0,False
ORD-104771,04/23/2024,CUST-64840,Australia,SAMSUNG,Galaxy S24,277.81,4.0,0.358,,4.7,True
ORD-104600,2024-11-27,CUST-54775,USA,GOOGLE,Pixel 7a,1158.43,5.0,0.163,Credit Card,1.0,True
ORD-104083,2024-11-06,CUST-50824,Brazil,google,Pixel 7a,1023.33,2.0,0.12,Debit Card,1.7,False
ORD-101890,,CUST-50211,USA,XIAOMI,Redmi Note 13,465.66,2.0,0.225,Debit Card,3.8,True
ORD-102987,22-02-2024,CUST-24704,France,oneplus,OnePlus 11,1156.53,5.0,0.005,Credit Card,3.3,False
ORD-101090,2024-04-09,CUST-24608,Brazil,google,Pixel 7a,1212.29,1.0,0.218,COD,4.3,False
ORD-103297,01-06-2022,CUST-70610,Australia,XIAOMI,Redmi 12,1398.33,1.0,0.269,PayPal,4.8,False
ORD-100904,23-01-2024,CUST-23052,Singapore,GOOGLE,Pixel 8,838.23,4.0,0.37,COD,1.3,
ORD-104684,2022-04-02,CUST-14399,Canada,oneplus,OnePlus 11,914.63,4.0,0.323,Credit Card,3.4,False
ORD-101279,17-03-2024,CUST-91060,GERMANY,Samsung,Galaxy A54,729.31,5.0,0.01,Credit Card,2.6,False
ORD-100933,04-10-2024,CUST-38241,Germany,OnePlus,OnePlus 11,1124.92,,0.234,COD,3.3,yes
ORD-104978,2023-01-26,CUST-74043,UK,Motorola,Moto G53,780.49,3.0,0.293,UPI,3.5,False
ORD-102308,05/25/2022,CUST-89442,France,Samsung,Galaxy S23,875.25,5.0,0.31,Credit Card,1.0,False
ORD-101555,2022-12-22,CUST-89622,Canada,Motorola,Moto G53,1162.3,1.0,0.298,Bank Transfer,4.2,
ORD-104607,03/03/2023,CUST-10179,India,Sony,Xperia 1 V,511.23,2.0,0.181,COD,3.1,1
ORD-103190,25-09-2022,CUST-71486,France,Samsung,Galaxy Z Fold 5,593.03,3.0,0.134,COD,2.1,False
ORD-104515,2024-12-03,CUST-92151,Australia,Xiaomi,Xiaomi 14,1383.72,999.0,0.072,Credit Card,4.0,yes
ORD-100706,2024-11-21,CUST-36311,Brazil,Sony,Xperia 5 V,305.3,1.0,0.008,Credit Card,3.6,1
ORD-104766,21-05-2023,CUST-96576,UK,SAMSUNG,Galaxy A54,1440.7,2.0,,Debit Card,4.3,True
ORD-103070,10-09-2022,CUST-14511,France,apple,iPhone 14,1016.53,5.0,0.22,Debit Card,3.2,1
ORD-100745,08-09-2024,CUST-29861,USA,Samsung,Galaxy S24,845.83,3.0,0.383,Credit Card,4.2,False
ORD-103594,2024-07-27,CUST-91283,India,SAMSUNG,Galaxy S23,161.13,3.0,0.17,Credit Card,1.7,False
ORD-101939,06/21/2024,CUST-26473,Germany,Xiaomi,Xiaomi 14,721.69,4.0,0.169,PayPal,4.7,0
ORD-104471,09/11/2023,CUST-48230,Australia,Google,Pixel 8,602.76,2.0,0.104,Bank Transfer,3.6,False
ORD-102862,09/08/2023,CUST-84120,Australia,ONEPLUS,OnePlus Nord 3,715.04,4.0,0.009,Debit Card,2.9,False
ORD-101920,,CUST-77257,Brazil,Google,Pixel 7a,1032.06,4.0,0.118,Bank Transfer,4.6,0
ORD-100513,01/28/2023,CUST-75075,,Apple,iPhone 15,955.37,2.0,0.289,COD,3.9,0
ORD-100081,2023-10-10,CUST-31620,GERMANY,samsung,Galaxy S24,1226.63,5.0,0.31,PayPal,2.6,False
ORD-103274,03/18/2023,CUST-36025,Japan,Sony,Xperia 1 V,794.79,4.0,0.069,UPI,3.4,0
ORD-101308,03/28/2023,CUST-87174,Japan,XIAOMI,Redmi 12,480.8,-1.0,0.008,Bank Transfer,3.2,False
ORD-104622,02/19/2022,CUST-59440,Singapore,Xiaomi,Redmi Note 13,806.47,5.0,0.229,PayPal,1.4,
ORD-100914,2022-12-29,CUST-10821,GERMANY,OnePlus,OnePlus 12,381.95,4.0,0.37,PayPal,,False
ORD-103452,06/25/2024,CUST-58566,Singapore,Xiaomi,Redmi 12,268.73,4.0,0.114,Bank Transfer,3.7,0
ORD-103695,02/11/2022,CUST-56855,Japan,Xiaomi,Redmi 12,1299.44,4.0,0.048,UPI,3.6,True
ORD-104882,2022-08-29,CUST-80864,Canada,Sony,Xperia 5 V,442.14,3.0,0.103,,4.2,False
ORD-103156,20-03-2022,CUST-51012,FRANCE,Motorola,Moto G53,1397.91,3.0,0.312,Debit Card,2.8,False
ORD-102198,12-02-2023,CUST-78404,Singapore,Apple,iPhone SE,1219.41,2.0,0.051,Credit Card,2.1,1
ORD-104421,02/14/2024,CUST-51417,USA,OnePlus,OnePlus Nord 3,99999.0,5.0,0.098,Bank Transfer,2.6,False
ORD-100774,2022-04-15,CUST-95006,USA,Sony,Xperia 1 V,1185.91,2.0,0.194,PayPal,1.8,False
ORD-100329,08/28/2023,CUST-51224,Japan,SAMSUNG,Galaxy Z Fold 5,938.48,4.0,0.168,Debit Card,2.3,False
ORD-102054,27-04-2022,CUST-18784,France,Xiaomi,POCO F5,513.06,5.0,1.309,Debit Card,1.6,False
ORD-102001,06/08/2024,CUST-66560,USA,OnePlus,OnePlus Nord 3,1222.44,4.0,0.142,UPI,1.1,False
ORD-100943,06-11-2022,CUST-62285,France,Sony,Xperia 1 V,1227.2,1.0,0.153,PayPal,4.3,False
ORD-100822,06/05/2023,CUST-22134,USA,Sony,Xperia 1 V,1366.02,2.0,0.382,Credit Card,2.4,True
ORD-104601,08/01/2024,CUST-40340,France,xiaomi,Redmi Note 13,1217.2,2.0,0.296,Debit Card,3.8,1
ORD-100909,03-09-2023,CUST-34852,UK,,OnePlus 11,1181.49,4.0,0.081,Credit Card,1.6,False
ORD-102516,09/10/2022,CUST-94384,Japan,GOOGLE,Pixel 8 Pro,739.43,4.0,0.071,Debit Card,1.5,True
ORD-100181,,CUST-58548,Australia,Xiaomi,Redmi 12,875.63,4.0,0.109,PayPal,4.5,True
ORD-100164,11-04-2022,CUST-40989,Singapore,ONEPLUS,OnePlus Nord 3,1362.8,3.0,0.016,UPI,2.4,True
